"","batter","PA","OPS","year","fullname","birthdate"
"4934",570,505,0.635423,2001,"Rey Ordonez","1971-01-11"
"4935",24476,254,0.856168,1988,"Ron Kittle","1958-01-05"
"4936",24350,33,0.445141,1978,"Terry Kennedy","1956-06-04"
"4937",23824,90,0.641176,1978,"Dane Iorg","1950-05-11"
"4938",31066,485,0.717935,1977,"Al Woods","1953-08-08"
"4939",31243,217,0.720153,1977,"Joe Zdeb","1953-06-27"
"4940",31245,75,0.913097,1977,"George Zeber","1950-08-29"
"4941",232,368,0.789191,2005,"Hee-Seop Choi","1979-03-16"
"4942",11041,109,0.55892,2001,"Warren Morris","1974-01-11"
"4943",10650,425,0.760976,2001,"Damian Miller","1969-10-13"
"4944",18188,641,0.790823,1986,"Brook Jacoby","1959-11-23"
"4945",16890,39,0.494602,2001,"Michael Coleman","1975-08-16"
"4946",17870,498,0.668346,1990,"Gary Pettis","1958-04-03"
"4947",19007,182,0.597753,1986,"Bruce Benedict","1955-08-18"
"4948",19125,212,0.531503,1986,"Dann Bilardello","1959-05-26"
"4949",30313,474,0.793789,1984,"George Vukovich","1956-06-24"
"4950",18275,194,0.646369,1987,"Rafael Ramirez","1958-02-18"
"4951",21133,612,0.718013,1984,"Bob Dernier","1957-01-05"
"4952",21166,83,0.562765,1984,"Bo Diaz","1953-03-23"
"4953",221,16,0.533333,1990,"Moises Alou","1966-07-03"
"4954",136,465,0.722035,1990,"Lenny Harris","1964-10-28"
"4955",30929,629,0.655603,1990,"Mookie Wilson","1956-02-09"
"4956",30841,81,0.577161,1990,"Ken Williams","1964-04-06"
"4957",30735,96,0.697917,1990,"Mark Whiten","1966-11-25"
"4958",30470,49,0.887755,1990,"Turner Ward","1965-04-11"
"4959",21021,27,0.605413,1985,"Brian Dayett","1957-01-22"
"4960",21010,7,0.285714,1985,"Trench Davis","1960-09-12"
"4961",19821,356,0.681203,1984,"Randy Bush","1958-10-05"
"4962",17950,32,0.456897,1985,"Al Newman","1960-06-30"
"4963",17928,234,0.820613,1985,"Mitch Webster","1959-05-16"
"4964",20143,4,0,1985,"Al Chambers","1961-03-24"
"4965",20093,87,0.352217,1985,"Marty Castillo","1957-01-16"
"4966",24392,45,0.509302,1984,"Steve Kiefer","1960-10-18"
"4967",24019,5,0.4,1984,"Ron Johnson","1956-03-23"
"4968",24016,322,0.703264,1984,"Randy Johnson","1956-06-10"
"4969",20028,13,0.557692,1987,"Mark Carreon","1963-07-19"
"4970",26198,7,0.761904,1977,"Eddie Miller","1957-06-29"
"4971",31495,43,0.348371,2009,"Josh Wilson","1981-03-26"
"4972",31511,166,0.74998,2009,"Jose Reyes","1983-06-11"
"4973",31514,618,0.836697,2009,"David Wright","1982-12-20"
"4974",52678,37,0.532046,2010,"J.P. Arencibia","1986-01-05"
"4975",1413,347,0.691992,2008,"Damion Easley","1969-11-11"
"4976",32570,683,0.994617,2010,"Jose Bautista","1980-10-19"
"4977",45468,569,0.964506,2008,"Carlos Quentin","1982-08-28"
"4978",1424,348,0.754554,2008,"Omar Infante","1981-12-26"
"4979",31439,362,0.737364,2008,"Willy Aybar","1983-03-09"
"4980",318,607,0.762073,2010,"Lyle Overbay","1977-01-28"
"4981",340,641,0.918535,2010,"Adrian Beltre","1979-04-07"
"4982",346,7,0.571428,2010,"Alex Cora","1975-10-18"
"4983",355,119,0.600458,2010,"Mark Grudzielanek","1970-06-30"
"4984",26198,33,0.29,1982,"Eddie Miller","1957-06-29"
"4985",49220,6,0.6,2009,"Bobby Wilson","1983-04-08"
"4986",49264,121,0.706547,2009,"Michael Brantley","1987-05-15"
"4987",49302,57,0.455809,2009,"Aaron Cunningham","1986-04-24"
"4988",16823,100,0.629117,2008,"Jamie Burke","1971-09-24"
"4989",33214,118,0.462233,2009,"Eric Bruntlett","1978-03-29"
"4990",52567,102,0.792575,2009,"Justin Maxwell","1983-11-06"
"4991",58779,159,0.615041,2010,"Brett Wallace","1986-08-26"
"4992",58831,217,0.572893,2010,"Jason Castro","1987-06-18"
"4993",30015,12,1,2009,"Andy Tracy","1973-12-11"
"4994",49075,76,0.645782,2009,"Drew Sutton","1983-06-30"
"4995",31321,418,0.668693,2008,"John Buck","1980-07-07"
"4996",981,686,0.871165,2008,"Carlos Delgado","1972-06-25"
"4997",29348,137,0.621168,1986,"John Stefero","1959-09-22"
"4998",27164,85,0.705026,1984,"Jim Pankovits","1955-08-06"
"4999",17842,162,0.585077,1990,"Mike Brumley","1963-04-09"
"5000",17928,23,0.669961,1984,"Mitch Webster","1959-05-16"
"5001",26031,16,0.392857,1990,"Louie Meadows","1961-04-29"
"5002",26031,15,0.204762,1990,"Louie Meadows","1961-04-29"
"5003",25144,2,0.5,1990,"Steve Lombardozzi","1960-04-26"
"5004",24883,196,0.774748,1990,"Rick Leach","1957-05-04"
"5005",24734,84,0.560714,1990,"Steve Lake","1957-03-14"
"5006",24724,29,0.685823,1990,"Mike Laga","1960-06-14"
"5007",28618,73,0.68308,1990,"Jeff Schulz","1961-06-02"
"5008",18911,194,0.552814,1986,"Billy Beane","1962-03-29"
"5009",28206,397,0.601023,1984,"Ed Romero","1957-12-09"
"5010",28383,168,0.475636,1984,"Lenn Sakata","1954-06-08"
"5011",28402,528,0.613458,1984,"Bill Sample","1955-04-02"
"5012",502,593,0.642289,2011,"Alex Gonzalez","1977-02-15"
"5013",508,113,0.982388,2011,"Derrek Lee","1975-09-06"
"5014",592,446,0.731066,2011,"Ty Wigginton","1977-10-11"
"5015",603,115,0.625838,2011,"Sean Burroughs","1980-09-12"
"5016",629,255,0.702803,2011,"Mark Kotsay","1975-12-02"
"5017",655,219,0.75597,2011,"Pat Burrell","1976-10-10"
"5018",656,482,0.718943,2011,"Marlon Byrd","1977-08-30"
"5019",676,169,0.550824,2011,"Jason Michaels","1976-05-04"
"5020",684,523,0.674268,2011,"Placido Polanco","1975-10-10"
"5021",17882,566,0.718231,1989,"Craig Worthington","1965-04-17"
"5022",27416,140,0.808374,1985,"Ken Phelps","1954-08-06"
"5023",27331,542,0.675391,1985,"Jack Perconte","1954-08-31"
"5024",27177,9,0,1985,"Kelly Paris","1957-10-17"
"5025",17853,141,0.653781,1990,"Jerry Goff","1964-04-12"
"5026",17987,525,0.801667,1987,"Carmelo Martinez","1960-07-28"
"5027",17903,586,0.906594,1988,"Kent Hrbek","1960-05-21"
"5028",30929,367,0.754933,1985,"Mookie Wilson","1956-02-09"
"5029",17716,223,0.837438,1989,"Randy Ready","1960-01-08"
"5030",17709,305,0.847185,1989,"Lloyd McClendon","1959-01-11"
"5031",17704,50,0.296598,1989,"Jim Lindeman","1962-01-10"
"5032",17706,419,0.73307,1989,"Mike Marshall","1960-01-12"
"5033",17688,35,0.457143,1989,"Marty Brown","1963-01-23"
"5034",17634,7,0.285714,1989,"Craig Shipley","1963-01-07"
"5035",17554,330,0.598493,1989,"Jeff Reed","1962-11-12"
"5036",17569,387,0.813568,1989,"Bip Roberts","1963-10-27"
"5037",17603,370,0.599213,1989,"Juan Samuel","1960-12-09"
"5038",17227,86,0.726274,1989,"Tim Jones","1962-12-01"
"5039",17250,243,0.619048,1989,"Jeff King","1964-12-26"
"5040",17181,162,0.68423,1989,"Rex Hudler","1960-09-02"
"5041",17192,83,0.45473,1989,"Jeff Huson","1964-08-15"
"5042",16982,186,0.659708,1989,"Mariano Duncan","1963-03-13"
"5043",16982,87,0.600775,1989,"Mariano Duncan","1963-03-13"
"5044",16936,424,0.612383,1989,"Darren Daulton","1962-01-03"
"5045",16941,542,0.908285,1989,"Eric Davis","1962-05-29"
"5046",860,56,0.434364,1989,"Larry Walker","1966-12-01"
"5047",862,93,0.679746,1989,"Todd Zeile","1965-09-09"
"5048",300,596,0.861585,1989,"Mark Grace","1964-06-28"
"5049",27870,9,0.722222,1987,"Jessie Reid","1962-06-01"
"5050",49341,578,0.69831,2013,"Yunel Escobar","1982-11-02"
"5051",49545,154,0.582843,2013,"Adam Rosales","1983-05-20"
"5052",22274,446,0.681306,1986,"Damaso Garcia","1957-02-07"
"5053",28439,7,0.452381,1979,"Rafael Santo Domingo","1955-11-24"
"5054",18338,13,0.348485,1986,"Jim Adduci","1959-08-09"
"5055",26027,418,0.639659,1984,"Bobby Meacham","1960-08-25"
"5056",26052,158,0.57709,1984,"Dave Meier","1959-08-08"
"5057",28435,470,0.648369,1987,"Rafael Santana","1958-01-31"
"5058",18059,624,0.604449,1983,"Hubie Brooks","1956-09-24"
"5059",17990,353,0.503902,1983,"Jose Oquendo","1963-07-04"
"5060",17979,72,0.576949,1983,"Dan Gladden","1957-07-07"
"5061",17977,409,0.847293,1983,"Leon Durham","1957-07-31"
"5062",19504,567,0.816114,1984,"Bob Brenly","1954-02-25"
"5063",19524,41,0.411338,1984,"Tony Brewer","1957-11-25"
"5064",19562,313,0.721703,1984,"Greg Brock","1957-06-14"
"5065",19597,187,0.660313,1984,"Bobby Brown","1954-05-25"
"5066",19674,61,0.504523,1984,"Glenn Brummer","1954-11-23"
"5067",19833,4,0.25,1984,"Sal Butera","1952-09-25"
"5068",18004,482,0.787244,1985,"Chris Brown","1961-08-15"
"5069",18473,241,0.614734,1986,"Dave Anderson","1960-08-01"
"5070",17916,446,0.77131,1989,"Joe Orsulak","1962-05-31"
"5071",22858,480,0.600446,1984,"Jackie Gutierrez","1960-06-27"
"5072",28209,85,0.540875,1988,"Kevin Romine","1961-05-23"
"5073",28206,83,0.551605,1988,"Ed Romero","1957-12-09"
"5074",17702,8,0.125,1984,"Tim Hulett","1960-01-12"
"5075",17711,395,0.756769,1986,"Rance Mulliniks","1956-01-15"
"5076",17958,54,0.684051,1987,"Nelson Simmons","1963-06-27"
"5077",31139,702,0.646807,1984,"Marvell Wynne","1959-12-17"
"5078",29894,280,0.731446,1984,"Scot Thompson","1955-12-07"
"5079",21667,633,0.85545,1989,"Nick Esasky","1960-02-24"
"5080",17539,363,0.828885,1981,"Tim Raines","1959-09-16"
"5081",27808,582,0.685481,1989,"Johnny Ray","1957-03-01"
"5082",4951,572,0.767567,1990,"Delino DeShields","1969-01-15"
"5083",213,12,0.696969,2009,"So Taguchi","1969-07-02"
"5084",46786,126,0.624557,2010,"Nick Stavinoha","1982-05-03"
"5085",49083,231,0.611248,2009,"Matt Tolbert","1982-05-04"
"5086",45604,15,0.414286,2008,"Hernan Iribarren","1984-06-29"
"5087",47162,48,0.541033,2010,"Travis Buck","1983-11-18"
"5088",443,463,0.704527,2008,"Pedro Feliz","1975-04-27"
"5089",453,474,0.745186,2008,"Jeff Kent","1968-03-07"
"5090",31602,272,0.595896,2009,"Jeff Mathis","1983-03-31"
"5091",31574,40,0.712179,2010,"Dane Sardinha","1979-04-08"
"5092",45606,663,0.835788,2008,"Stephen Drew","1983-03-16"
"5093",45610,6,0,2008,"Greg Golson","1985-09-17"
"5094",1480,608,0.810175,2008,"Torii Hunter","1975-07-18"
"5095",1483,90,0.497609,2008,"Jacque Jones","1975-04-25"
"5096",31606,432,0.841684,2009,"Mike Napoli","1981-10-31"
"5097",31759,606,1.03089,2009,"Joe Mauer","1983-04-19"
"5098",46295,85,0.575595,2008,"Brent Lillibridge","1983-09-18"
"5099",52054,189,0.702517,2009,"Alex Gordon","1984-02-10"
"5100",47495,106,0.590682,2010,"Jake Fox","1982-07-20"
"5101",47516,24,0.51087,2010,"Jeff Frazier","1982-08-10"
"5102",1463,368,0.829738,2008,"Casey Blake","1973-08-23"
"5103",31451,91,0.745254,2009,"Jeff Bailey","1978-11-19"
"5104",31435,111,0.63063,2010,"Chad Tracy","1980-05-22"
"5105",31446,231,0.55206,2010,"Koyie Hill","1979-03-09"
"5106",57775,52,0.627451,2011,"James Darnell","1987-01-19"
"5107",57778,149,0.925186,2011,"Ike Davis","1987-03-22"
"5108",58915,169,0.568104,2011,"Logan Forsythe","1987-01-14"
"5109",58917,658,0.736737,2011,"Danny Espinosa","1987-04-25"
"5110",59218,262,0.561393,2011,"Pedro Alvarez","1987-02-06"
"5111",59275,226,0.741661,2011,"J.D. Martinez","1987-08-21"
"5112",59307,177,0.807692,2011,"Paul Goldschmidt","1987-09-10"
"5113",59339,62,0.545628,2011,"DJ LeMahieu","1988-07-13"
"5114",60187,19,0.396491,2011,"Matt Carpenter","1985-11-26"
"5115",18067,227,0.676436,1986,"Tom Foley","1959-09-09"
"5116",22091,144,0.703223,1982,"Terry Francona","1959-04-22"
"5117",19504,202,0.731592,1982,"Bob Brenly","1954-02-25"
"5118",20999,107,0.546347,1980,"Mike Davis","1959-06-11"
"5119",20797,497,0.564079,1980,"Julio Cruz","1954-12-02"
"5120",20672,269,0.59842,1980,"Ted Cox","1955-01-24"
"5121",18119,608,0.72434,1990,"George Bell","1959-10-21"
"5122",26817,121,0.590148,1987,"Tom Nieto","1960-10-27"
"5123",51074,54,0.469773,2010,"Kevin Russo","1984-07-08"
"5124",51105,179,0.709993,2010,"Ryan Kalish","1988-03-28"
"5125",1129,300,0.550193,2008,"Omar Vizquel","1967-04-24"
"5126",1142,508,0.808838,2008,"Mike Cameron","1973-01-08"
"5127",31606,274,0.959529,2008,"Mike Napoli","1981-10-31"
"5128",31614,605,0.644789,2008,"Bobby Crosby","1980-01-12"
"5129",46348,5,0.4,2009,"Tommy Manzella","1983-04-16"
"5130",502,348,0.792928,2010,"Alex Gonzalez","1977-02-15"
"5131",511,244,0.674349,2010,"Mike Lowell","1974-02-24"
"5132",31623,588,0.742661,2008,"Nick Swisher","1980-11-25"
"5133",31633,345,0.767108,2008,"Gabe Gross","1979-10-21"
"5134",51421,626,0.744178,2010,"Alexei Ramirez","1981-09-22"
"5135",290,459,0.765872,2009,"Craig Counsell","1970-08-21"
"5136",48892,398,0.783344,2010,"Seth Smith","1982-09-30"
"5137",364,513,0.545179,2010,"Cesar Izturis","1980-02-10"
"5138",46272,5,0,2013,"Steven Lerud","1984-10-13"
"5139",46295,24,0.0833333,2013,"Brent Lillibridge","1983-09-18"
"5140",46400,674,0.911279,2013,"Andrew McCutchen","1986-10-10"
"5141",27337,111,0.952432,1980,"Broderick Perkins","1954-11-23"
"5142",17110,675,0.853461,1984,"Tony Gwynn","1960-05-09"
"5143",17126,121,0.648214,1984,"Brian Harper","1959-10-16"
"5144",1325,381,0.863106,1989,"Rickey Henderson","1958-12-25"
"5145",953,46,0.311265,1989,"Greg Myers","1966-04-14"
"5146",18026,390,0.741967,1987,"Mike Lavalliere","1960-08-18"
"5147",17702,436,0.698758,1985,"Tim Hulett","1960-01-12"
"5148",17685,248,0.603152,1985,"Daryl Boston","1963-01-04"
"5149",17506,178,0.784845,1985,"Tony Phillips","1959-04-25"
"5150",56057,73,0.443956,2013,"Darin Mastroianni","1985-08-26"
"5151",55877,672,0.678488,2013,"Jose Altuve","1990-05-06"
"5152",55984,335,0.723877,2013,"David Lough","1986-01-20"
"5153",54187,508,0.69762,2013,"Leonys Martin","1988-03-06"
"5154",54877,123,0.594729,2013,"Andrew Romine","1985-12-24"
"5155",55317,58,0.586207,2013,"Henry Urrutia","1987-02-13"
"5156",55376,473,0.730744,2013,"Dayan Viciedo","1989-03-10"
"5157",55561,42,0.543293,2013,"Engel Beltre","1989-11-01"
"5158",52567,151,0.69812,2013,"Justin Maxwell","1983-11-06"
"5159",52567,111,0.856506,2013,"Justin Maxwell","1983-11-06"
"5160",52678,497,0.592343,2013,"J.P. Arencibia","1986-01-05"
"5161",53004,574,0.736769,2013,"Yoenis Cespedes","1985-10-18"
"5162",51994,602,0.747552,2013,"Desmond Jennings","1986-10-30"
"5163",52054,700,0.748944,2013,"Alex Gordon","1984-02-10"
"5164",52253,673,1.00355,2013,"Chris Davis","1986-03-17"
"5165",52280,14,0.967033,2013,"Melky Mesa","1987-01-31"
"5166",52341,9,1.66667,2013,"Quintin Berry","1984-11-21"
"5167",52441,11,0.763636,2013,"Adam Moore","1984-05-08"
"5168",52448,693,0.841806,2013,"Evan Longoria","1985-10-07"
"5169",52503,7,1.2619,2013,"Carlos Peguero","1987-02-22"
"5170",52532,275,0.602741,2013,"Tyler Flowers","1986-01-24"
"5171",65767,209,0.717985,2011,"Brandon Belt","1988-04-20"
"5172",58779,378,0.703266,2011,"Brett Wallace","1986-08-26"
"5173",52175,97,0.740273,2011,"Juan Francisco","1987-06-24"
"5174",20984,18,0.911111,1983,"Gerry Davis","1958-12-25"
"5175",21139,11,0.545454,1980,"Joe Desa","1959-07-27"
"5176",20576,2,0,1980,"Gary Cooper","1956-12-22"
"5177",26433,50,0.515731,1981,"Jose Moreno","1957-11-01"
"5178",26429,215,0.68963,1981,"Keith Moreland","1954-05-02"
"5179",40963,628,0.778844,2014,"Jhonny Peralta","1982-05-28"
"5180",41774,329,0.750991,2014,"Rene Rivera","1983-07-31"
"5181",42127,445,0.716926,2014,"Carlos Ruiz","1979-01-22"
"5182",42557,271,0.595006,2014,"Skip Schumaker","1980-02-03"
"5183",43258,154,0.692724,2014,"Chris Stewart","1982-02-19"
"5184",26690,107,0.597716,1986,"Jerry Narron","1956-01-15"
"5185",26563,44,0.484302,1986,"Fran Mullins","1957-05-14"
"5186",17923,615,0.698071,1986,"Robby Thompson","1962-05-10"
"5187",17895,642,0.741066,1986,"Bill Doran","1958-05-28"
"5188",17891,82,0.904878,1986,"Ralph Bryant","1961-05-20"
"5189",17761,327,0.827537,1986,"John Kruk","1961-02-09"
"5190",17743,21,0.095238,1986,"Eric Bullock","1960-02-16"
"5191",17723,704,0.830443,1986,"Steve Sax","1960-01-29"
"5192",17716,3,0,1986,"Randy Ready","1960-01-08"
"5193",17706,362,0.737737,1986,"Mike Marshall","1960-01-12"
"5194",17397,364,0.810816,1986,"Kevin Mitchell","1962-01-13"
"5195",17357,539,0.676343,1986,"Willie McGee","1958-11-02"
"5196",17110,701,0.847834,1986,"Tony Gwynn","1960-05-09"
"5197",16982,445,0.588759,1986,"Mariano Duncan","1963-03-13"
"5198",16843,110,0.552098,1986,"Casey Candaele","1961-01-12"
"5199",16782,225,0.649634,1986,"Bobby Bonilla","1963-02-23"
"5200",16730,640,0.842425,1986,"Kevin Bass","1959-05-12"
"5201",17959,315,0.566747,1986,"Kurt Stillwell","1965-06-04"
"5202",17954,565,0.761634,1986,"Tony Pena","1957-06-04"
"5203",27775,138,0.582765,1987,"Mike Ramsey","1960-07-08"
"5204",17561,364,0.589089,1989,"Billy Ripken","1964-12-16"
"5205",46537,21,0.674603,2012,"Anthony Recker","1983-08-29"
"5206",25094,27,0.111111,1981,"Larry Littleton","1954-04-03"
"5207",24859,44,0.617216,1986,"Tom Lawless","1956-12-19"
"5208",24774,230,0.562403,1986,"Tito Landrum","1954-10-25"
"5209",24767,310,0.676861,1986,"Ken Landreaux","1954-12-22"
"5210",24734,51,0.662265,1986,"Steve Lake","1957-03-14"
"5211",24724,52,0.807692,1986,"Mike Laga","1960-06-14"
"5212",24695,203,0.68779,1986,"Randy Kutcher","1960-04-30"
"5213",24637,247,0.618339,1986,"Wayne Krenchicki","1954-09-17"
"5214",24031,134,0.667353,1986,"Wallace Johnson","1956-12-25"
"5215",23930,510,0.581486,1986,"Steve Jeltz","1959-05-28"
"5216",22570,48,0.592471,1990,"Leo Gomez","1966-03-02"
"5217",17680,16,1.10833,1986,"Terry Steinbach","1962-03-02"
"5218",57930,74,0.527413,2012,"Matt Hague","1985-08-20"
"5219",57951,276,0.624192,2012,"Josh Harrison","1987-07-08"
"5220",57835,3,0.333333,2012,"Tommy Field","1987-02-22"
"5221",30506,300,0.657529,1979,"U.L. Washington","1953-10-27"
"5222",30457,17,0.697479,1979,"Gary Ward","1953-12-06"
"5223",30504,22,0.686869,1979,"La Rue Washington","1953-09-07"
"5224",17716,200,0.704922,1985,"Randy Ready","1960-01-08"
"5225",17711,427,0.836181,1985,"Rance Mulliniks","1956-01-15"
"5226",19562,367,0.730281,1986,"Greg Brock","1957-06-14"
"5227",18164,501,0.809446,1990,"Franklin Stubbs","1960-10-21"
"5228",25210,7,0,1988,"Dwight Lowry","1957-10-23"
"5229",24982,398,0.619788,1988,"Jeffrey Leonard","1955-09-22"
"5230",31182,31,0.32258,1980,"Ned Yost","1954-08-19"
"5231",31066,417,0.843971,1980,"Al Woods","1953-08-08"
"5232",30634,78,0.907892,1980,"Dennis Werth","1952-12-29"
"5233",43258,3,0,2008,"Chris Stewart","1982-02-19"
"5234",43583,623,0.7151,2008,"Mark Teahen","1981-09-06"
"5235",39320,90,0.510569,2010,"Mike McCoy","1981-04-02"
"5236",17476,121,0.659353,1990,"Rick Parker","1963-03-20"
"5237",17946,136,0.483892,1986,"Steve Lyons","1960-06-03"
"5238",17929,651,0.774586,1986,"Lou Whitaker","1957-05-12"
"5239",46156,24,0.575758,2009,"Jamie Hoffmann","1984-08-20"
"5240",46184,292,0.600855,2009,"Paul Janish","1982-10-12"
"5241",60026,97,0.650398,2013,"Juan Perez","1986-11-13"
"5242",57013,308,0.754368,2013,"Derek Norris","1989-02-14"
"5243",18170,655,0.658499,1988,"Gerald Young","1964-10-22"
"5244",26066,29,0.46817,1988,"Francisco Melendez","1964-01-25"
"5245",717,711,0.848669,2004,"Brian Giles","1971-01-20"
"5246",724,658,0.789026,2004,"Jason Kendall","1974-06-26"
"5247",726,555,0.739047,2004,"Rob Mackowiak","1976-06-20"
"5248",1179,338,0.751884,2004,"Ruben Sierra","1965-10-06"
"5249",1184,762,0.869019,2004,"Ichiro Suzuki","1973-10-22"
"5250",1189,359,0.615188,2004,"Dan Wilson","1969-03-25"
"5251",1196,531,0.767687,2004,"Larry Bigbie","1977-11-04"
"5252",1201,133,0.640134,2004,"Howie Clark","1974-02-13"
"5253",1209,163,0.544027,2004,"Brook Fordyce","1970-05-07"
"5254",1211,380,0.682043,2004,"Jay Gibbons","1977-03-02"
"5255",1212,35,0.686607,2004,"Geronimo Gil","1975-08-07"
"5256",1215,334,0.775262,2004,"Jerry Hairston","1976-05-29"
"5257",1222,69,0.505929,2004,"Jose Leon","1976-12-08"
"5258",1224,97,0.483253,2004,"Luis Lopez","1970-09-04"
"5259",1228,359,0.608614,2004,"Luis Matos","1978-10-30"
"5260",1229,317,0.810872,2004,"Gary Matthews","1974-08-25"
"5261",1231,636,0.980866,2004,"Melvin Mora","1972-02-02"
"5262",22621,126,0.54784,1977,"Bob Gorinski","1952-01-07"
"5263",22703,2,0,1977,"Gary Gray","1952-09-21"
"5264",17706,110,0.767943,1982,"Mike Marshall","1960-01-12"
"5265",17539,731,0.7225,1982,"Tim Raines","1959-09-16"
"5266",17357,439,0.709073,1982,"Willie McGee","1958-11-02"
"5267",17110,209,0.726059,1982,"Tony Gwynn","1960-05-09"
"5268",16831,268,0.515566,1982,"Brett Butler","1957-06-15"
"5269",26261,462,0.762458,1986,"Eddie Milner","1955-05-21"
"5270",30153,635,0.808909,1984,"Willie Upshaw","1957-04-27"
"5271",17000,352,0.636561,1990,"Kevin Elster","1964-08-03"
"5272",16982,471,0.820616,1990,"Mariano Duncan","1963-03-13"
"5273",847,282,0.786418,2001,"Ben Petrick","1977-04-07"
"5274",844,246,0.836694,2001,"Greg Norton","1972-07-06"
"5275",19588,9,0.333333,1986,"Bob Brower","1960-01-10"
"5276",21852,47,0.631446,1986,"Bruce Fields","1960-10-06"
"5277",21632,93,0.649037,1986,"Dave Engle","1956-11-30"
"5278",20999,533,0.767788,1986,"Mike Davis","1959-06-11"
"5279",20970,562,0.799101,1986,"Alvin Davis","1960-09-09"
"5280",20797,256,0.5674,1986,"Julio Cruz","1954-12-02"
"5281",20686,12,0.533333,1986,"Rod Craig","1958-01-12"
"5282",24476,64,0.498207,1990,"Ron Kittle","1958-01-05"
"5283",21894,15,0.4,1977,"Mike Fischlin","1955-09-13"
"5284",21984,106,0.520201,1979,"Gil Flores","1952-10-27"
"5285",21958,73,0.406837,1979,"Tim Flannery","1957-09-29"
"5286",26853,517,0.723872,1977,"Jim Norris","1948-12-20"
"5287",26866,91,0.654393,1977,"Willie Norwood","1950-11-07"
"5288",27022,29,0.853535,1977,"Dave Oliver","1951-04-07"
